File,LOC,SLOC_P,SLOC_L,MVG,BLOC,C_SLOC,CLOC,CWORD,HCLOC,HCWORD,No_Methods,LCOM,AVCC,NOS,HBUG,HEFF,UWCS,INST,PACK,RFC,CBO,MI,CCML,NLOC,F_IN,DIT,MINC,S_R,R_R,COH,LMC,LCOM2,MAXCC,HVOL,HIER,NQU,FOUT,SIX,EXT,NSUP,TCC,NSUB,MPC,NCO,INTR,CCOM,HLTH,MOD,bug_cnt
org.eclipse.jdt.apt.core/src/com/sun/mirror/apt/AnnotationProcessor.java,68,4,3,0,6,0,58,442,30,258,1,0,1,2,0.01,23,1,0,0,1,0,194.17,28,3,0,1,149.05,0,0,0,0,1,1,18,0,0,0,0,0,0,1,0,0,1,0,2,9,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/apt/AnnotationProcessorEnvironment.java,185,20,18,0,23,0,142,867,30,258,12,0,1,13,0.06,304.59,12,0,4,12,0,109.94,112,15,0,1,159.94,0,0,0,0,12,1,194.33,0,4,0,0,0,0,12,0,0,8,0,13,76,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/apt/AnnotationProcessorFactory.java,111,10,8,0,11,0,90,666,30,258,3,0,1,4,0.03,169.71,3,0,3,3,0,190.58,60,6,0,1,157.2,0,0,0,0,3,1,87.36,0,2,0,0,0,0,3,0,0,1,0,4,30,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/apt/AnnotationProcessorListener.java,43,2,2,0,3,0,38,285,30,258,0,0,0,1,0.01,79.25,0,0,0,0,0,171,8,1,0,1,171,0,0.5,0,0,0,0,31.7,0,0,0,0,0,1,0,0,0,0,0,1,10,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/apt/AnnotationProcessors.java,102,30,19,4,16,0,56,264,6,25,2,1,1,8,0.07,1574.3,3,1,1,3,0,152.02,38,11,0,1,125.74,0,0,0,0,2,1,223.99,0,0,0,0,1,0,2,0,1,2,0,5,59,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/apt/Filer.java,158,17,8,0,13,0,128,1036,30,258,4,0,1,6,0.05,263.37,4,0,1,4,0,205.96,97,12,0,1,156.68,0,0,0,0,4,1,163.51,0,4,0,0,0,0,4,0,0,0,0,7,50,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/apt/Messager.java,96,10,9,0,13,0,73,475,30,258,6,0,1,7,0.04,133.53,6,0,1,6,0,118.1,43,8,0,1,160.39,0,0,0,0,6,1,128.53,0,0,0,0,0,0,6,0,0,6,0,7,47,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/apt/RoundCompleteEvent.java,76,15,10,2,6,0,55,358,30,258,3,0.5,1,9,0.06,795.18,4,1,0,3,0,86.01,25,14,0,1,134.12,0,0.5,0.67,0,4,1,192.73,1,0,0,0,0,1,3,0,0,3,0,4,55,2,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/apt/RoundCompleteListener.java,50,4,3,0,3,0,43,311,30,258,1,0,1,2,0.01,51.7,1,0,0,1,0,116.9,13,3,0,1,146.28,0,0,0,0,1,1,33.6,0,0,0,0,0,0,1,0,0,1,0,2,13,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/apt/RoundState.java,67,7,6,0,6,0,54,371,30,258,4,0,1,5,0.01,47,4,0,0,4,0,130.35,24,6,0,1,162.57,0,0,0,0,4,1,42,0,0,0,0,0,0,4,0,0,4,0,5,21,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/AnnotationMirror.java,89,9,8,0,9,0,71,499,30,258,3,0,1,4,0.02,79,3,0,3,3,0,130.43,41,5,0,1,159.81,0,0,0,0,3,1,50,0,3,0,0,0,0,3,0,0,0,0,4,21,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/AnnotationTypeDeclaration.java,59,5,4,0,8,0,46,331,30,258,1,0,1,2,0.01,75.49,1,0,1,1,0,144.51,16,3,0,1,144.98,0,0,0,0,1,1,37.75,0,1,0,0,0,0,1,0,0,0,0,2,14,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/AnnotationTypeElementDeclaration.java,59,5,4,0,7,0,47,316,30,258,2,0,1,3,0.01,52.19,2,0,0,2,0,111.74,17,4,0,1,159.84,0,0,0,0,2,1,34.09,0,0,0,0,0,0,2,0,0,2,0,3,15,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/AnnotationValue.java,84,7,6,0,8,0,69,463,30,258,3,0,1,4,0.01,39,3,0,1,3,0,132.85,39,5,0,1,162.23,0,0,0,0,3,1,34,0,3,0,0,0,0,3,0,0,0,0,4,17,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/ClassDeclaration.java,91,8,7,0,11,0,72,465,30,258,3,0,1,4,0.02,122.8,3,0,2,3,0,138.16,42,5,0,1,158.31,0,0,0,0,3,1,65.4,0,3,0,0,0,0,3,0,0,0,0,4,25,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/ConstructorDeclaration.java,46,3,2,0,5,0,38,285,30,258,0,0,0,1,0.01,31.02,0,0,0,0,0,171,8,2,0,1,171,0,0,0,0,0,0,15.51,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/Declaration.java,171,15,14,0,16,0,140,918,30,258,1,0,1,2,0.01,75.49,1,0,1,1,1,144.51,16,3,1,1,144.98,0,0.5,0,0,1,1,37.75,0,1,0,0,0,1,1,0,0,0,0,2,14,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/EnumConstantDeclaration.java,50,4,3,0,5,0,41,287,30,258,1,0,1,2,0.01,44.19,1,0,0,1,0,102.69,11,3,0,1,146.81,0,0,0,0,1,1,26.09,0,0,0,0,0,0,1,0,0,1,0,2,11,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/EnumDeclaration.java,57,5,4,0,8,0,44,315,30,258,1,0,1,2,0.01,75.49,1,0,1,1,0,124.84,14,3,0,1,144.98,0,0,0,0,1,1,37.75,0,1,0,0,0,0,1,0,0,0,0,2,14,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/ExecutableDeclaration.java,87,9,8,0,12,0,66,441,30,258,4,0,1,5,0.03,162.1,4,0,2,4,0,108.34,36,6,0,1,158.34,0,0,0,0,4,1,85.05,0,3,0,0,0,0,4,0,0,1,0,5,32,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/FieldDeclaration.java,81,7,6,0,10,0,64,450,30,258,3,0,1,4,0.01,60.19,3,0,1,3,0,116.62,34,5,0,1,160.74,0,0,0,0,3,1,42.09,0,3,0,0,0,0,3,0,0,0,0,4,19,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/InterfaceDeclaration.java,59,4,3,0,7,0,48,343,30,258,0,0,0,1,0.01,31.02,0,0,1,0,0,171,18,2,0,1,171,0,0,0,0,0,0,15.51,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/MemberDeclaration.java,59,4,3,0,6,0,49,363,30,258,1,0,1,2,0.01,44.19,1,0,0,1,0,173.1,19,3,0,1,146.81,0,0,0,0,1,1,26.09,0,0,0,0,0,0,1,0,0,1,0,2,11,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/MethodDeclaration.java,61,6,5,0,8,0,47,335,30,258,1,0,1,2,0.01,44.19,1,0,2,1,0,155.95,17,3,0,1,146.81,0,0,0,0,1,1,26.09,0,1,0,0,0,0,1,0,0,0,0,2,11,1,0
org.eclipse.jdt.apt.core/src/com/sun/mirror/declaration/Modifier.java,80,21,8,2,10,12,49,432,30,258,1,0,2,7,0.07,968.3,2,1,0,1,0,147.71,31,20,0,1,115.8,0,0,1,0,0,2,224.21,0,1,0,0,0,0,2,0,0,0,0,16,52,1,0
